"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LTU","OILPROD","TOT","KTOE","A","2000",315.9396,
"LTU","OILPROD","TOT","KTOE","A","2001",479.6847,
"LTU","OILPROD","TOT","KTOE","A","2002",442.0025,
"LTU","OILPROD","TOT","KTOE","A","2003",389.0437,
"LTU","OILPROD","TOT","KTOE","A","2004",307.5685,
"LTU","OILPROD","TOT","KTOE","A","2005",219.9828,
"LTU","OILPROD","TOT","KTOE","A","2006",184.3374,
"LTU","OILPROD","TOT","KTOE","A","2007",157.3545,
"LTU","OILPROD","TOT","KTOE","A","2008",130.7882,
"LTU","OILPROD","TOT","KTOE","A","2009",117.505,
"LTU","OILPROD","TOT","KTOE","A","2010",117.505,
"LTU","OILPROD","TOT","KTOE","A","2011",116.4832,
"LTU","OILPROD","TOT","KTOE","A","2012",104.2218,
"LTU","OILPROD","TOT","KTOE","A","2013",87.8733,
"LTU","OILPROD","TOT","KTOE","A","2014",83.7862,
"LTU","OILPROD","TOT","KTOE","A","2015",75.129,
"LTU","OILPROD","TOT","KTOE","A","2016",64.6909,
"LTU","OILPROD","TOT","KTOE","A","2017",56.5035,
"LTU","OILPROD","TOT","KTOE","A","2018",46.4966,
"LTU","OILPROD","TOT","KTOE","A","2019",39.9511,
"LTU","OILPROD","TOT","KTOE","A","2020",31.6196,
"LTU","OILPROD","TOT","KTOE","A","2021",28.6082,
"MKD","OILPROD","TOT","KTOE","A","1960",,"L"
"MKD","OILPROD","TOT","KTOE","A","1961",,"L"
"MKD","OILPROD","TOT","KTOE","A","1962",,"L"
"MKD","OILPROD","TOT","KTOE","A","1963",,"L"
"MKD","OILPROD","TOT","KTOE","A","1964",,"L"
"MKD","OILPROD","TOT","KTOE","A","1965",,"L"
"MKD","OILPROD","TOT","KTOE","A","1966",,"L"
"MKD","OILPROD","TOT","KTOE","A","1967",,"L"
"MKD","OILPROD","TOT","KTOE","A","1968",,"L"
"MKD","OILPROD","TOT","KTOE","A","1969",,"L"
"MKD","OILPROD","TOT","KTOE","A","1970",,"L"
"MKD","OILPROD","TOT","KTOE","A","1971",,"L"
"MKD","OILPROD","TOT","KTOE","A","1972",,"L"
"MKD","OILPROD","TOT","KTOE","A","1973",,"L"
"MKD","OILPROD","TOT","KTOE","A","1974",,"L"
"MKD","OILPROD","TOT","KTOE","A","1975",,"L"
"MKD","OILPROD","TOT","KTOE","A","1976",,"L"
"MKD","OILPROD","TOT","KTOE","A","1977",,"L"
"MKD","OILPROD","TOT","KTOE","A","1978",,"L"
"MKD","OILPROD","TOT","KTOE","A","1979",,"L"
"MKD","OILPROD","TOT","KTOE","A","1980",,"L"
"MKD","OILPROD","TOT","KTOE","A","1981",,"L"
"MKD","OILPROD","TOT","KTOE","A","1982",,"L"
"MKD","OILPROD","TOT","KTOE","A","1983",,"L"
"MKD","OILPROD","TOT","KTOE","A","1984",,"L"
"MKD","OILPROD","TOT","KTOE","A","1985",,"L"
"MKD","OILPROD","TOT","KTOE","A","1986",,"L"
"MKD","OILPROD","TOT","KTOE","A","1987",,"L"
"MKD","OILPROD","TOT","KTOE","A","1988",,"L"
"MKD","OILPROD","TOT","KTOE","A","1989",,"L"
"MKD","OILPROD","TOT","KTOE","A","1990",0,
"MKD","OILPROD","TOT","KTOE","A","1991",0,
"MKD","OILPROD","TOT","KTOE","A","1992",0,
"MKD","OILPROD","TOT","KTOE","A","1993",0,
"MKD","OILPROD","TOT","KTOE","A","1994",0,
"MKD","OILPROD","TOT","KTOE","A","1995",0,
"MKD","OILPROD","TOT","KTOE","A","1996",0,
"MKD","OILPROD","TOT","KTOE","A","1997",0,
"MKD","OILPROD","TOT","KTOE","A","1998",0,
"MKD","OILPROD","TOT","KTOE","A","1999",0,
"MKD","OILPROD","TOT","KTOE","A","2000",0,
"MKD","OILPROD","TOT","KTOE","A","2001",0,
"MKD","OILPROD","TOT","KTOE","A","2002",0,
"MKD","OILPROD","TOT","KTOE","A","2003",0,
"MKD","OILPROD","TOT","KTOE","A","2004",0,
"MKD","OILPROD","TOT","KTOE","A","2005",0,
"MKD","OILPROD","TOT","KTOE","A","2006",0,
"MKD","OILPROD","TOT","KTOE","A","2007",0,
"MKD","OILPROD","TOT","KTOE","A","2008",0,
"MKD","OILPROD","TOT","KTOE","A","2009",0,
"MKD","OILPROD","TOT","KTOE","A","2010",0,
"MKD","OILPROD","TOT","KTOE","A","2011",0,
"MKD","OILPROD","TOT","KTOE","A","2012",0,
"MKD","OILPROD","TOT","KTOE","A","2013",0,
"MKD","OILPROD","TOT","KTOE","A","2014",0,
"MKD","OILPROD","TOT","KTOE","A","2015",0,
"MKD","OILPROD","TOT","KTOE","A","2016",0,
"MKD","OILPROD","TOT","KTOE","A","2017",0,
"MKD","OILPROD","TOT","KTOE","A","2018",0,
"MKD","OILPROD","TOT","KTOE","A","2019",0,
"MKD","OILPROD","TOT","KTOE","A","2020",0,
"MKD","OILPROD","TOT","KTOE","A","2021",0,
"MYS","OILPROD","TOT","KTOE","A","1960",,"L"
"MYS","OILPROD","TOT","KTOE","A","1961",,"L"
"MYS","OILPROD","TOT","KTOE","A","1962",,"L"
"MYS","OILPROD","TOT","KTOE","A","1963",,"L"
"MYS","OILPROD","TOT","KTOE","A","1964",,"L"
"MYS","OILPROD","TOT","KTOE","A","1965",,"L"
"MYS","OILPROD","TOT","KTOE","A","1966",,"L"
"MYS","OILPROD","TOT","KTOE","A","1967",,"L"
"MYS","OILPROD","TOT","KTOE","A","1968",,"L"
"MYS","OILPROD","TOT","KTOE","A","1969",,"L"
"MYS","OILPROD","TOT","KTOE","A","1970",,"L"
"MYS","OILPROD","TOT","KTOE","A","1971",3341.4918,
"MYS","OILPROD","TOT","KTOE","A","1972",4520.6019,
"MYS","OILPROD","TOT","KTOE","A","1973",4426.7627,
"MYS","OILPROD","TOT","KTOE","A","1974",3954.5067,
"MYS","OILPROD","TOT","KTOE","A","1975",4891.8788,
"MYS","OILPROD","TOT","KTOE","A","1976",8186.451,
"MYS","OILPROD","TOT","KTOE","A","1977",9160.5428,
"MYS","OILPROD","TOT","KTOE","A","1978",10920.0279,
"MYS","OILPROD","TOT","KTOE","A","1979",14114.641,
"MYS","OILPROD","TOT","KTOE","A","1980",13706.6445,
"MYS","OILPROD","TOT","KTOE","A","1981",12815.172,
"MYS","OILPROD","TOT","KTOE","A","1982",15047.9331,
"MYS","OILPROD","TOT","KTOE","A","1983",19045.2794,
"MYS","OILPROD","TOT","KTOE","A","1984",22207.2528,
"MYS","OILPROD","TOT","KTOE","A","1985",22186.853,
"MYS","OILPROD","TOT","KTOE","A","1986",24978.5694,
"MYS","OILPROD","TOT","KTOE","A","1987",24741.9314,
"MYS","OILPROD","TOT","KTOE","A","1988",26922.673,
"MYS","OILPROD","TOT","KTOE","A","1989",28966.7358,
"MYS","OILPROD","TOT","KTOE","A","1990",30629.3218,
"MYS","OILPROD","TOT","KTOE","A","1991",31843.1116,
"MYS","OILPROD","TOT","KTOE","A","1992",32264.368,
"MYS","OILPROD","TOT","KTOE","A","1993",32218.2325,
"MYS","OILPROD","TOT","KTOE","A","1994",32797.8274,
"MYS","OILPROD","TOT","KTOE","A","1995",35090.3323,
"MYS","OILPROD","TOT","KTOE","A","1996",35744.4465,
"MYS","OILPROD","TOT","KTOE","A","1997",35599.5478,
"MYS","OILPROD","TOT","KTOE","A","1998",35783.7762,
"MYS","OILPROD","TOT","KTOE","A","1999",32835.0871,
"MYS","OILPROD","TOT","KTOE","A","2000",30838.5896,
"MYS","OILPROD","TOT","KTOE","A","2001",32850.6119,
"MYS","OILPROD","TOT","KTOE","A","2002",34837.7945,
"MYS","OILPROD","TOT","KTOE","A","2003",37026.8003,
"MYS","OILPROD","TOT","KTOE","A","2004",38041.0914,
"MYS","OILPROD","TOT","KTOE","A","2005",36126.3582,
"MYS","OILPROD","TOT","KTOE","A","2006",34385.5035,
"MYS","OILPROD","TOT","KTOE","A","2007",33967.3671,
"MYS","OILPROD","TOT","KTOE","A","2008",34195.0651,
"MYS","OILPROD","TOT","KTOE","A","2009",32746.9953,
"MYS","OILPROD","TOT","KTOE","A","2010",32162.6708,
"MYS","OILPROD","TOT","KTOE","A","2011",28324.7444,
"MYS","OILPROD","TOT","KTOE","A","2012",29114.8753,
"MYS","OILPROD","TOT","KTOE","A","2013",28576.0557,
"MYS","OILPROD","TOT","KTOE","A","2014",29545.1037,
"MYS","OILPROD","TOT","KTOE","A","2015",32440.8713,
"MYS","OILPROD","TOT","KTOE","A","2016",33234.1048,
"MYS","OILPROD","TOT","KTOE","A","2017",32807.1787,
"MYS","OILPROD","TOT","KTOE","A","2018",31996.1155,
"MYS","OILPROD","TOT","KTOE","A","2019",29878.058,
"MYS","OILPROD","TOT","KTOE","A","2020",26761.638,
"MYS","OILPROD","TOT","KTOE","A","2021",24954.1123,
"MLT","OILPROD","TOT","KTOE","A","1960",,"L"
"MLT","OILPROD","TOT","KTOE","A","1961",,"L"
"MLT","OILPROD","TOT","KTOE","A","1962",,"L"
"MLT","OILPROD","TOT","KTOE","A","1963",,"L"
"MLT","OILPROD","TOT","KTOE","A","1964",,"L"
"MLT","OILPROD","TOT","KTOE","A","1965",,"L"
"MLT","OILPROD","TOT","KTOE","A","1966",,"L"
"MLT","OILPROD","TOT","KTOE","A","1967",,"L"
"MLT","OILPROD","TOT","KTOE","A","1968",,"L"
"MLT","OILPROD","TOT","KTOE","A","1969",,"L"
"MLT","OILPROD","TOT","KTOE","A","1970",,"L"
"MLT","OILPROD","TOT","KTOE","A","1971",0,
"MLT","OILPROD","TOT","KTOE","A","1972",0,
"MLT","OILPROD","TOT","KTOE","A","1973",0,
"MLT","OILPROD","TOT","KTOE","A","1974",0,
"MLT","OILPROD","TOT","KTOE","A","1975",0,
"MLT","OILPROD","TOT","KTOE","A","1976",0,
"MLT","OILPROD","TOT","KTOE","A","1977",0,
"MLT","OILPROD","TOT","KTOE","A","1978",0,
"MLT","OILPROD","TOT","KTOE","A","1979",0,
"MLT","OILPROD","TOT","KTOE","A","1980",0,
"MLT","OILPROD","TOT","KTOE","A","1981",0,
"MLT","OILPROD","TOT","KTOE","A","1982",0,
"MLT","OILPROD","TOT","KTOE","A","1983",0,
"MLT","OILPROD","TOT","KTOE","A","1984",0,
"MLT","OILPROD","TOT","KTOE","A","1985",0,
"MLT","OILPROD","TOT","KTOE","A","1986",0,
"MLT","OILPROD","TOT","KTOE","A","1987",0,
"MLT","OILPROD","TOT","KTOE","A","1988",0,
"MLT","OILPROD","TOT","KTOE","A","1989",0,
"MLT","OILPROD","TOT","KTOE","A","1990",0,
"MLT","OILPROD","TOT","KTOE","A","1991",0,
"MLT","OILPROD","TOT","KTOE","A","1992",0,
"MLT","OILPROD","TOT","KTOE","A","1993",0,
"MLT","OILPROD","TOT","KTOE","A","1994",0,
"MLT","OILPROD","TOT","KTOE","A","1995",0,
"MLT","OILPROD","TOT","KTOE","A","1996",0,
"MLT","OILPROD","TOT","KTOE","A","1997",0,
"MLT","OILPROD","TOT","KTOE","A","1998",0,
"MLT","OILPROD","TOT","KTOE","A","1999",0,
"MLT","OILPROD","TOT","KTOE","A","2000",0,
"MLT","OILPROD","TOT","KTOE","A","2001",0,
"MLT","OILPROD","TOT","KTOE","A","2002",0,
"MLT","OILPROD","TOT","KTOE","A","2003",0,
"MLT","OILPROD","TOT","KTOE","A","2004",0,
"MLT","OILPROD","TOT","KTOE","A","2005",0,
"MLT","OILPROD","TOT","KTOE","A","2006",0,
"MLT","OILPROD","TOT","KTOE","A","2007",0,
"MLT","OILPROD","TOT","KTOE","A","2008",0,
"MLT","OILPROD","TOT","KTOE","A","2009",0,
"MLT","OILPROD","TOT","KTOE","A","2010",0,
"MLT","OILPROD","TOT","KTOE","A","2011",0,
"MLT","OILPROD","TOT","KTOE","A","2012",0,
"MLT","OILPROD","TOT","KTOE","A","2013",0,
"MLT","OILPROD","TOT","KTOE","A","2014",0,
"MLT","OILPROD","TOT","KTOE","A","2015",0,
"MLT","OILPROD","TOT","KTOE","A","2016",0,
"MLT","OILPROD","TOT","KTOE","A","2017",0,
"MLT","OILPROD","TOT","KTOE","A","2018",0,
"MLT","OILPROD","TOT","KTOE","A","2019",0,
"MLT","OILPROD","TOT","KTOE","A","2020",0,
"MLT","OILPROD","TOT","KTOE","A","2021",0,
"MDA","OILPROD","TOT","KTOE","A","1960",,"L"
"MDA","OILPROD","TOT","KTOE","A","1961",,"L"
"MDA","OILPROD","TOT","KTOE","A","1962",,"L"
"MDA","OILPROD","TOT","KTOE","A","1963",,"L"
"MDA","OILPROD","TOT","KTOE","A","1964",,"L"
"MDA","OILPROD","TOT","KTOE","A","1965",,"L"
"MDA","OILPROD","TOT","KTOE","A","1966",,"L"
"MDA","OILPROD","TOT","KTOE","A","1967",,"L"
"MDA","OILPROD","TOT","KTOE","A","1968",,"L"
"MDA","OILPROD","TOT","KTOE","A","1969",,"L"
"MDA","OILPROD","TOT","KTOE","A","1970",,"L"
"MDA","OILPROD","TOT","KTOE","A","1971",,"L"
"MDA","OILPROD","TOT","KTOE","A","1972",,"L"
"MDA","OILPROD","TOT","KTOE","A","1973",,"L"
"MDA","OILPROD","TOT","KTOE","A","1974",,"L"
"MDA","OILPROD","TOT","KTOE","A","1975",,"L"
"MDA","OILPROD","TOT","KTOE","A","1976",,"L"
"MDA","OILPROD","TOT","KTOE","A","1977",,"L"
"MDA","OILPROD","TOT","KTOE","A","1978",,"L"
"MDA","OILPROD","TOT","KTOE","A","1979",,"L"
"MDA","OILPROD","TOT","KTOE","A","1980",,"L"
"MDA","OILPROD","TOT","KTOE","A","1981",,"L"
"MDA","OILPROD","TOT","KTOE","A","1982",,"L"
"MDA","OILPROD","TOT","KTOE","A","1983",,"L"
"MDA","OILPROD","TOT","KTOE","A","1984",,"L"
"MDA","OILPROD","TOT","KTOE","A","1985",,"L"
"MDA","OILPROD","TOT","KTOE","A","1986",,"L"
"MDA","OILPROD","TOT","KTOE","A","1987",,"L"
"MDA","OILPROD","TOT","KTOE","A","1988",,"L"
"MDA","OILPROD","TOT","KTOE","A","1989",,"L"
"MDA","OILPROD","TOT","KTOE","A","1990",0,
"MDA","OILPROD","TOT","KTOE","A","1991",0,
"MDA","OILPROD","TOT","KTOE","A","1992",0,
"MDA","OILPROD","TOT","KTOE","A","1993",0,
"MDA","OILPROD","TOT","KTOE","A","1994",0,
"MDA","OILPROD","TOT","KTOE","A","1995",0,
"MDA","OILPROD","TOT","KTOE","A","1996",0,
"MDA","OILPROD","TOT","KTOE","A","1997",0,
"MDA","OILPROD","TOT","KTOE","A","1998",0,
"MDA","OILPROD","TOT","KTOE","A","1999",0,
"MDA","OILPROD","TOT","KTOE","A","2000",0,
"MDA","OILPROD","TOT","KTOE","A","2001",0,
"MDA","OILPROD","TOT","KTOE","A","2002",0,
"MDA","OILPROD","TOT","KTOE","A","2003",0,
"MDA","OILPROD","TOT","KTOE","A","2004",8.0399,
"MDA","OILPROD","TOT","KTOE","A","2005",5.025,
"MDA","OILPROD","TOT","KTOE","A","2006",4.02,
"MDA","OILPROD","TOT","KTOE","A","2007",8.0399,
"MDA","OILPROD","TOT","KTOE","A","2008",15.0749,
"MDA","OILPROD","TOT","KTOE","A","2009",17.0849,
"MDA","OILPROD","TOT","KTOE","A","2010",11.0231,
"MDA","OILPROD","TOT","KTOE","A","2011",13.0273,
"MDA","OILPROD","TOT","KTOE","A","2012",11.2974,
"MDA","OILPROD","TOT","KTOE","A","2013",10.021,
"MDA","OILPROD","TOT","KTOE","A","2014",8.0168,
"MDA","OILPROD","TOT","KTOE","A","2015",7.0147,
"MDA","OILPROD","TOT","KTOE","A","2016",6.0126,
"MDA","OILPROD","TOT","KTOE","A","2017",5.0105,
"MDA","OILPROD","TOT","KTOE","A","2018",5.1107,
"MDA","OILPROD","TOT","KTOE","A","2019",4.8101,
"MDA","OILPROD","TOT","KTOE","A","2020",5.4113,
"MDA","OILPROD","TOT","KTOE","A","2021",4.9103,
"MOZ","OILPROD","TOT","KTOE","A","1960",,"L"
"MOZ","OILPROD","TOT","KTOE","A","1961",,"L"
"MOZ","OILPROD","TOT","KTOE","A","1962",,"L"
"MOZ","OILPROD","TOT","KTOE","A","1963",,"L"
"MOZ","OILPROD","TOT","KTOE","A","1964",,"L"
"MOZ","OILPROD","TOT","KTOE","A","1965",,"L"
"MOZ","OILPROD","TOT","KTOE","A","1966",,"L"
"MOZ","OILPROD","TOT","KTOE","A","1967",,"L"
"MOZ","OILPROD","TOT","KTOE","A","1968",,"L"
"MOZ","OILPROD","TOT","KTOE","A","1969",,"L"
"MOZ","OILPROD","TOT","KTOE","A","1970",,"L"
"MOZ","OILPROD","TOT","KTOE","A","1971",0,
"MOZ","OILPROD","TOT","KTOE","A","1972",0,
"MOZ","OILPROD","TOT","KTOE","A","1973",0,
"MOZ","OILPROD","TOT","KTOE","A","1974",0,
"MOZ","OILPROD","TOT","KTOE","A","1975",0,
"MOZ","OILPROD","TOT","KTOE","A","1976",0,
"MOZ","OILPROD","TOT","KTOE","A","1977",0,
"MOZ","OILPROD","TOT","KTOE","A","1978",0,
"MOZ","OILPROD","TOT","KTOE","A","1979",0,
"MOZ","OILPROD","TOT","KTOE","A","1980",0,
"MOZ","OILPROD","TOT","KTOE","A","1981",0,
"MOZ","OILPROD","TOT","KTOE","A","1982",0,
"MOZ","OILPROD","TOT","KTOE","A","1983",0,
"MOZ","OILPROD","TOT","KTOE","A","1984",0,
"MOZ","OILPROD","TOT","KTOE","A","1985",0,
"MOZ","OILPROD","TOT","KTOE","A","1986",0,
"MOZ","OILPROD","TOT","KTOE","A","1987",0,
"MOZ","OILPROD","TOT","KTOE","A","1988",0,
"MOZ","OILPROD","TOT","KTOE","A","1989",0,
"MOZ","OILPROD","TOT","KTOE","A","1990",0,
"MOZ","OILPROD","TOT","KTOE","A","1991",0,
"MOZ","OILPROD","TOT","KTOE","A","1992",0,
"MOZ","OILPROD","TOT","KTOE","A","1993",0,
"MOZ","OILPROD","TOT","KTOE","A","1994",0,
"MOZ","OILPROD","TOT","KTOE","A","1995",0,
"MOZ","OILPROD","TOT","KTOE","A","1996",0,
"MOZ","OILPROD","TOT","KTOE","A","1997",0,
"MOZ","OILPROD","TOT","KTOE","A","1998",0,
"MOZ","OILPROD","TOT","KTOE","A","1999",0,
"MOZ","OILPROD","TOT","KTOE","A","2000",0,
"MOZ","OILPROD","TOT","KTOE","A","2001",0,
"MOZ","OILPROD","TOT","KTOE","A","2002",0,
"MOZ","OILPROD","TOT","KTOE","A","2003",0,
"MOZ","OILPROD","TOT","KTOE","A","2004",13.091,
"MOZ","OILPROD","TOT","KTOE","A","2005",21.147,
"MOZ","OILPROD","TOT","KTOE","A","2006",25.175,
"MOZ","OILPROD","TOT","KTOE","A","2007",25.175,
"MOZ","OILPROD","TOT","KTOE","A","2008",28.1959,
"MOZ","OILPROD","TOT","KTOE","A","2009",27.189,
"MOZ","OILPROD","TOT","KTOE","A","2010",30.2099,
"MOZ","OILPROD","TOT","KTOE","A","2011",0,
"MOZ","OILPROD","TOT","KTOE","A","2012",0,
"MOZ","OILPROD","TOT","KTOE","A","2013",0,
"MOZ","OILPROD","TOT","KTOE","A","2014",0,
"MOZ","OILPROD","TOT","KTOE","A","2015",0,
"MOZ","OILPROD","TOT","KTOE","A","2016",0,
"MOZ","OILPROD","TOT","KTOE","A","2017",0,
"MOZ","OILPROD","TOT","KTOE","A","2018",0,
"MOZ","OILPROD","TOT","KTOE","A","2019",0,
"MOZ","OILPROD","TOT","KTOE","A","2020",0,
"MOZ","OILPROD","TOT","KTOE","A","2021",0,
"NGA","OILPROD","TOT","KTOE","A","1960",,"L"
"NGA","OILPROD","TOT","KTOE","A","1961",,"L"
"NGA","OILPROD","TOT","KTOE","A","1962",,"L"
"NGA","OILPROD","TOT","KTOE","A","1963",,"L"
"NGA","OILPROD","TOT","KTOE","A","1964",,"L"
"NGA","OILPROD","TOT","KTOE","A","1965",,"L"
"NGA","OILPROD","TOT","KTOE","A","1966",,"L"
"NGA","OILPROD","TOT","KTOE","A","1967",,"L"
"NGA","OILPROD","TOT","KTOE","A","1968",,"L"
"NGA","OILPROD","TOT","KTOE","A","1969",,"L"
"NGA","OILPROD","TOT","KTOE","A","1970",,"L"
"NGA","OILPROD","TOT","KTOE","A","1971",77109.5927,
"NGA","OILPROD","TOT","KTOE","A","1972",91790.4734,
"NGA","OILPROD","TOT","KTOE","A","1973",103541.0997,
"NGA","OILPROD","TOT","KTOE","A","1974",113595.8541,
"NGA","OILPROD","TOT","KTOE","A","1975",89890.4026,
"NGA","OILPROD","TOT","KTOE","A","1976",104590.6821,
"NGA","OILPROD","TOT","KTOE","A","1977",105694.3773,
"NGA","OILPROD","TOT","KTOE","A","1978",95514.0406,
"NGA","OILPROD","TOT","KTOE","A","1979",116065.6399,
"NGA","OILPROD","TOT","KTOE","A","1980",103926.0147,
"NGA","OILPROD","TOT","KTOE","A","1981",72602.9228,
"NGA","OILPROD","TOT","KTOE","A","1982",65029.1852,
"NGA","OILPROD","TOT","KTOE","A","1983",62306.1927,
"NGA","OILPROD","TOT","KTOE","A","1984",70184.1867,
"NGA","OILPROD","TOT","KTOE","A","1985",75585.2479,
"NGA","OILPROD","TOT","KTOE","A","1986",73955.7405,
"NGA","OILPROD","TOT","KTOE","A","1987",66715.8682,
"NGA","OILPROD","TOT","KTOE","A","1988",73168.5537,
"NGA","OILPROD","TOT","KTOE","A","1989",86549.7084,
"NGA","OILPROD","TOT","KTOE","A","1990",88248.6433,
"NGA","OILPROD","TOT","KTOE","A","1991",91829.2712,
"NGA","OILPROD","TOT","KTOE","A","1992",95165.8814,
"NGA","OILPROD","TOT","KTOE","A","1993",94904.5068,
"NGA","OILPROD","TOT","KTOE","A","1994",94407.2825,
"NGA","OILPROD","TOT","KTOE","A","1995",95997.992,
"NGA","OILPROD","TOT","KTOE","A","1996",106631.6503,
"NGA","OILPROD","TOT","KTOE","A","1997",116493.4367,
"NGA","OILPROD","TOT","KTOE","A","1998",109783.4604,
"NGA","OILPROD","TOT","KTOE","A","1999",105322.7352,
"NGA","OILPROD","TOT","KTOE","A","2000",112792.3314,
"NGA","OILPROD","TOT","KTOE","A","2001",117777.8478,
"NGA","OILPROD","TOT","KTOE","A","2002",100831.3802,
"NGA","OILPROD","TOT","KTOE","A","2003",114916.0001,
"NGA","OILPROD","TOT","KTOE","A","2004",123901.7731,
"NGA","OILPROD","TOT","KTOE","A","2005",125059.581,
"NGA","OILPROD","TOT","KTOE","A","2006",118326.1219,
"NGA","OILPROD","TOT","KTOE","A","2007",109314.8239,
"NGA","OILPROD","TOT","KTOE","A","2008",104650.9208,
"NGA","OILPROD","TOT","KTOE","A","2009",106230.3994,
"NGA","OILPROD","TOT","KTOE","A","2010",121980.2614,
"NGA","OILPROD","TOT","KTOE","A","2011",117923.85,
"NGA","OILPROD","TOT","KTOE","A","2012",116091.1648,
"NGA","OILPROD","TOT","KTOE","A","2013",108972.7908,
"NGA","OILPROD","TOT","KTOE","A","2014",108707.3322,
"NGA","OILPROD","TOT","KTOE","A","2015",105293.1264,
"NGA","OILPROD","TOT","KTOE","A","2016",90767.4369,
"NGA","OILPROD","TOT","KTOE","A","2017",92429.276,
"NGA","OILPROD","TOT","KTOE","A","2018",95072.2899,
"NGA","OILPROD","TOT","KTOE","A","2019",97548.9511,
"NGA","OILPROD","TOT","KTOE","A","2020",73562.5218,
"NGA","OILPROD","TOT","KTOE","A","2021",64337.9637,
"PAK","OILPROD","TOT","KTOE","A","1960",,"L"
"PAK","OILPROD","TOT","KTOE","A","1961",,"L"
"PAK","OILPROD","TOT","KTOE","A","1962",,"L"
"PAK","OILPROD","TOT","KTOE","A","1963",,"L"
"PAK","OILPROD","TOT","KTOE","A","1964",,"L"
"PAK","OILPROD","TOT","KTOE","A","1965",,"L"
"PAK","OILPROD","TOT","KTOE","A","1966",,"L"
"PAK","OILPROD","TOT","KTOE","A","1967",,"L"
"PAK","OILPROD","TOT","KTOE","A","1968",,"L"
"PAK","OILPROD","TOT","KTOE","A","1969",,"L"
"PAK","OILPROD","TOT","KTOE","A","1970",,"L"
"PAK","OILPROD","TOT","KTOE","A","1971",417.3844,
"PAK","OILPROD","TOT","KTOE","A","1972",412.2693,
"PAK","OILPROD","TOT","KTOE","A","1973",420.4534,
"PAK","OILPROD","TOT","KTOE","A","1974",391.8093,
"PAK","OILPROD","TOT","KTOE","A","1975",335.5443,
"PAK","OILPROD","TOT","KTOE","A","1976",344.7513,
"PAK","OILPROD","TOT","KTOE","A","1977",513.5464,
"PAK","OILPROD","TOT","KTOE","A","1978",485.9254,
"PAK","OILPROD","TOT","KTOE","A","1979",509.4544,
"PAK","OILPROD","TOT","KTOE","A","1980",488.9944,
"PAK","OILPROD","TOT","KTOE","A","1981",486.9484,
"PAK","OILPROD","TOT","KTOE","A","1982",544.2365,
"PAK","OILPROD","TOT","KTOE","A","1983",649.6055,
"PAK","OILPROD","TOT","KTOE","A","1984",670.0656,
"PAK","OILPROD","TOT","KTOE","A","1985",1307.3951,
"PAK","OILPROD","TOT","KTOE","A","1986",1969.2767,
"PAK","OILPROD","TOT","KTOE","A","1987",2058.2777,
"PAK","OILPROD","TOT","KTOE","A","1988",2195.3598,
"PAK","OILPROD","TOT","KTOE","A","1989",2296.6369,
"PAK","OILPROD","TOT","KTOE","A","1990",2575.4829,
"PAK","OILPROD","TOT","KTOE","A","1991",3160.1818,
"PAK","OILPROD","TOT","KTOE","A","1992",3022.7826,
"PAK","OILPROD","TOT","KTOE","A","1993",2945.5582,
"PAK","OILPROD","TOT","KTOE","A","1994",2782.0832,
"PAK","OILPROD","TOT","KTOE","A","1995",2671.7627,
"PAK","OILPROD","TOT","KTOE","A","1996",2858.3047,
"PAK","OILPROD","TOT","KTOE","A","1997",2761.022,
"PAK","OILPROD","TOT","KTOE","A","1998",2685.8035,
"PAK","OILPROD","TOT","KTOE","A","1999",2740.9637,
"PAK","OILPROD","TOT","KTOE","A","2000",2833.2318,
"PAK","OILPROD","TOT","KTOE","A","2001",3117.0565,
"PAK","OILPROD","TOT","KTOE","A","2002",3152.1585,
"PAK","OILPROD","TOT","KTOE","A","2003",3040.835,
"PAK","OILPROD","TOT","KTOE","A","2004",3241.4178,
"PAK","OILPROD","TOT","KTOE","A","2005",3216.3449,
"PAK","OILPROD","TOT","KTOE","A","2006",3307.6101,
"PAK","OILPROD","TOT","KTOE","A","2007",3440.9977,
"PAK","OILPROD","TOT","KTOE","A","2008",3229.3828,
"PAK","OILPROD","TOT","KTOE","A","2009",3186.2575,
"PAK","OILPROD","TOT","KTOE","A","2010",3231.3887,
"PAK","OILPROD","TOT","KTOE","A","2011",3302.5955,
"PAK","OILPROD","TOT","KTOE","A","2012",3741.8718,
"PAK","OILPROD","TOT","KTOE","A","2013",4244.3317,
"PAK","OILPROD","TOT","KTOE","A","2014",4635.4681,
"PAK","OILPROD","TOT","KTOE","A","2015",4253.3579,
"PAK","OILPROD","TOT","KTOE","A","2016",4336.5998,
"PAK","OILPROD","TOT","KTOE","A","2017",4375.7134,
"PAK","OILPROD","TOT","KTOE","A","2018",4366.6872,
"PAK","OILPROD","TOT","KTOE","A","2019",3774.968,
"PAK","OILPROD","TOT","KTOE","A","2020",3687.1779,
"PAK","OILPROD","TOT","KTOE","A","2021",3568.445,
"PRY","OILPROD","TOT","KTOE","A","1960",,"L"
"PRY","OILPROD","TOT","KTOE","A","1961",,"L"
"PRY","OILPROD","TOT","KTOE","A","1962",,"L"
"PRY","OILPROD","TOT","KTOE","A","1963",,"L"
"PRY","OILPROD","TOT","KTOE","A","1964",,"L"
